AI CYBERATTACK,DATE ARTICLE,DESCRIPTION (ABSTRACT),KEYWORDS (5 ),SECTOR,SOURCE  URL,THREAT ACTOR,TITLE,TYPE OF INCIDENT
No,7/8/2024,"McLaren Health Care hospitals experienced significant disruption to their IT and phone systems following an attack linked to the INC Ransom ransomware operation. McLaren, a non-profit healthcare system with 13 hospitals across Michigan, advised patients to bring detailed information about current medications and recent lab tests to appointments, suggesting a loss of access to patient information databases. An alleged ransom note from McLaren Bay Region Hospital warned that the hospital's systems had been encrypted and stolen data would be published on INC RANSOM's leak site if a ransom was not paid. INC Ransom is a Ransomware-as-a-Service (RaaS) operation that emerged in July 2023, targeting various sectors including healthcare. Furthermore, there is speculation that INC Ransom may be rebranding to Lynx ransomware to continue operations with less scrutiny from law enforcement, following claims of its source code being sold.","Healthcare, INC ransom, McLaren healthcare, Ransomware",Healthcare Services,https://www.bleepingcomputer.com/news/security/mclaren-hospitals-disruption-linked-to-inc-ransomware-attack/,Incransom,McLaren hospitals disruption linked to INC ransomware attack,Ransomware
No,7/8/2024,"The SEC concluded its investigation into Progress Softwareâ€™s handling of the MOVEit data breach without recommending enforcement action. Progress had received a subpoena on October 2, 2023, as part of the inquiry into the zero-day MOVEit flaw exploited by the Clop gang. The attacks affected over 2,770 organizations and exposed data of about 95 million people. The SECâ€™s decision suggests no regulatory violations were found in Progressâ€™s response. Progress still faces hundreds of class-action lawsuits despite SEC closure.","SEC, Progress Software, MOVEit, Clop, regulatory","Information, Communication And Digital",https://www.bleepingcomputer.com/news/security/sec-ends-probe-into-moveit-attacks-impacting-95-million-people/,MOVEit,SEC ends probe into MOVEit attacks impacting 95 million people,Others
No,7/9/2020,"Newcastle University experienced a severe cyber-incident on August 30, 2020, that disrupted most IT systems and forced the university to work offline during recovery efforts.","DoppelPaymer, Newcastle University, data leak, double-extortion, Dopple Leaks",Education,https://www.bleepingcomputer.com/news/security/doppelpaymer-ransomware-hits-newcastle-university-leaks-data/,DoppelPaymer,"DoppelPaymer ransomware hits Newcastle University, leaks data",Ransomware
No,8/11/2021,"Electronics retail giant MediaMarkt suffered a Hive ransomware attack in November 2021, leading to the encryption of servers and workstations across its European operations. This disruption caused IT system shutdowns and impacted store functions, particularly in the Netherlands and Germany. The Hive operation initially demanded a substantial $240 million ransom for a decryptor, though this amount was expected to be negotiated down. Hive is known for gaining access via malware-laced phishing, spreading laterally, stealing unencrypted data for extortion, and deleting backups. This incident underscores the severe operational and financial consequences of ransomware on major retail enterprises","Hive Ransomware, MediaMarkt, Ransomware attack, Electronics retail, Data exfiltration",Manufacturing,https://www.bleepingcomputer.com/news/security/mediamarkt-hit-by-hive-ransomware-initial-240-million-ransom/,Hive,"MediaMarkt hit by Hive ransomware, initial $240 million ransom",Ransomware
No,8/11/20222,"A LockBit 3.0 ransomware affiliate has been observed employing phishing emails to distribute the Amadey Bot malware, which subsequently installs LockBit ransomware payloads onto compromised devices. These phishing campaigns use deceptive lures such as fake job application offers or copyright infringement notices to trick recipients. The Amadey Bot, an established malware strain, performs system reconnaissance, exfiltrates data, and loads further malicious payloads, with a newer version enhancing its antivirus detection and evasion capabilities. Infection chains typically involve either malicious VBA macros embedded in Word documents or executable files disguised as legitimate Word documents. After initial compromise, the Amadey Bot connects to a command and control server to download and execute the LockBit 3.0 payload, leading to the encryption of user files and the generation of ransom demands","lockBit 3.0, Amadey Bot, Phishing, Malware, Ransomware Deployment",Others,https://www.bleepingcomputer.com/news/security/lockbit-affiliate-uses-amadey-bot-malware-to-deploy-ransomware/,LockBit 3.0,LockBit affiliate uses Amadey Bot malware to deploy ransomware,Ransomware
No,8/11/2024,"A critical vulnerability known as ""Rice Bug"" in the Ghostscript library is being actively exploited in attacks. The Ghostscript library is widely used in applications that handle PDF and PostScript files. The bug allows for remote code execution, which can be leveraged by attackers to compromise a system. The exploits can be delivered through specially crafted files that trigger the vulnerability when processed. This highlights the importance of patching third-party libraries promptly to prevent attacks.","RCE, Data Breach, Ghostscript, Ransomware, Malware, Password Cracking, Vulnerability, Exploitation",Others,https://www.bleepingcomputer.com/news/security/rce-bug-in-widely-used-ghostscript-library-now-exploited-in-attacks/,GlobeImposter,RCE bug in widely used Ghostscript library now exploited in attacks,Others
No,8/11/2024,"AndroxGh0stan evolving Python-based malware toolhas expanded its attack suite by integrating the Mozi IoT botnet. The tool exploits vulnerabilities in internet-facing applications and leverages remote code execution and credential theft to maintain persistence and infiltrate critical infrastructure. Active since at least 2022, it previously exploited Apache, Laravel, and PHPUnit flaws for initial access and privilege escalation. The integration adds capability to target IoT devices and cloud services such as AWS, SendGrid, and Twilio. The combined system poses heightened risk, especially through lateral movement and access to sensitive infrastructures.","AndroxGh0st, Mozi, Python malware, cloud services, IoT botnet",Others,https://thehackernews.com/2024/11/androxgh0st-malware-integrates-mozi.html,Mozi,Mozi malware botnet goes dark after mysterious use of kill-switch,Botnet
No,8/11/2024,"In October 2024, the 'Frag' ransomware operation emerged as a significant threat to corporate networks, exploiting a critical remote code execution (RCE) vulnerability in Veeam Backup & Replication (VBR) software, tracked as CVE-2024-40711. This flaw allows unauthenticated remote access to VBR servers, enabling attackers to deploy ransomware that encrypts data and exfiltrates sensitive information. The attackers demand a ransom for decryption and non-disclosure of the stolen data. The operation has been linked to at least 30 intrusions, with a rapid timeline from intrusion to encryption, sometimes within 1.5 to 2 hours. Organizations are advised to patch affected systems promptly and implement multi-factor authentication to mitigate the risk.","Frag ransomware, Veeam RCE, CVE-2024-40711, ransomware attack, corporate cybersecurity",Others,https://www.bleepingcomputer.com/news/security/critical-veeam-rce-bug-now-used-in-frag-ransomware-attacks/,Fog,Critical Veeam RCE bug now used in Frag ransomware attacks,Ransomware
No,8/12/2022,"MuddyWater used compromised corporate email accounts to distribute phishing messages containing links to MSP remote access tools like Syncro. The campaign, active since at least September 2022, sent HTML attachments rather than executables to evade detection. Syncro installers were hosted on OneDrive and OneHub, sometimes from previously compromised hosting companies. Attackers exploited the trust in corporate senders to trick recipients into running the remote administration tool. This tactic extended to insurance firms in Israel and reflects effective use of legitimate tools for persistence and infiltration.","Syncro, MSP tool, phishing, corporate emails, OneDrive",Energy,https://www.bleepingcomputer.com/news/security/hacked-corporate-email-accounts-used-to-send-msp-remote-access-tool/,MuddyWater,Hacked corporate email accounts used to send MSP remote access tool,Phishing
No,8/2/2023,"A new wave of ESXiArgs ransomware attacks has been identified, delivering a modified encryption script that encrypts vastly larger portions of virtual machine files on VMware ESXi. Unlike the initial version, which skipped large blocks of data to allow partial recovery, the updated encrypt.sh now alternates encryption in 1 MB incrementseffectively encrypting 50% of files larger than 128 MB. This change means that recovery tools based on the earlier script are now largely ineffective, making affected VMs practically unrecoverable. The campaign remains widespread and automated, targeting virtual infrastructures globally. Organizations are strongly advised to apply patches and isolate exposed ESXi servers, although traditional recovery methods may no longer succeed.","ESXiArgs enhanced encryption, VMware ESXi ransomware, Virtual machine unrecoverable, New encryption routine, Hypervisor ransomware variant","Information, Communication And Digital",https://www.bleepingcomputer.com/news/security/new-esxiargs-ransomware-version-prevents-vmware-esxi-recovery/,ESXiArgs,New ESXiArgs ransomware version prevents VMware ESXi recovery,Ransomware
